gene_ctype,gene_name,cell_type,c_type_num,gene_num
TMEM98_Non-classical monocytes,TMEM98,Non-classical monocytes,6,27
TMEM98_Plasma cells,TMEM98,Plasma cells,4,27
TMEM98_Plasmablasts,TMEM98,Plasmablasts,3,27
TMEM98_Regulatory T cells,TMEM98,Regulatory T cells,11,27
TMEM98_Tcm/Naive cytotoxic T cells,TMEM98,Tcm/Naive cytotoxic T cells,13,27
TMEM98_Tcm/Naive helper T cells,TMEM98,Tcm/Naive helper T cells,9,27
TMEM98_Tem/Effector helper T cells,TMEM98,Tem/Effector helper T cells,10,27
TMEM98_Tem/Temra cytotoxic T cells,TMEM98,Tem/Temra cytotoxic T cells,12,27
TMEM98_Tem/Trm cytotoxic T cells,TMEM98,Tem/Trm cytotoxic T cells,14,27
TMEM98_pDC,TMEM98,pDC,8,27
TNFAIP2_Age-associated B cells,TNFAIP2,Age-associated B cells,2,186
TNFAIP2_CD16+ NK cells,TNFAIP2,CD16+ NK cells,18,186
TNFAIP2_CD16- NK cells,TNFAIP2,CD16- NK cells,17,186
TNFAIP2_Classical monocytes,TNFAIP2,Classical monocytes,5,186
TNFAIP2_DC2,TNFAIP2,DC2,7,186
TNFAIP2_MAIT cells,TNFAIP2,MAIT cells,15,186
TNFAIP2_Memory B cells,TNFAIP2,Memory B cells,1,186
TNFAIP2_NK cells,TNFAIP2,NK cells,16,186
TNFAIP2_Naive B cells,TNFAIP2,Naive B cells,0,186
TNFAIP2_Non-classical monocytes,TNFAIP2,Non-classical monocytes,6,186
TNFAIP2_Plasma cells,TNFAIP2,Plasma cells,4,186
TNFAIP2_Plasmablasts,TNFAIP2,Plasmablasts,3,186
TNFAIP2_Regulatory T cells,TNFAIP2,Regulatory T cells,11,186
TNFAIP2_Tcm/Naive cytotoxic T cells,TNFAIP2,Tcm/Naive cytotoxic T cells,13,186
TNFAIP2_Tcm/Naive helper T cells,TNFAIP2,Tcm/Naive helper T cells,9,186
TNFAIP2_Tem/Effector helper T cells,TNFAIP2,Tem/Effector helper T cells,10,186
TNFAIP2_Tem/Temra cytotoxic T cells,TNFAIP2,Tem/Temra cytotoxic T cells,12,186
TNFAIP2_Tem/Trm cytotoxic T cells,TNFAIP2,Tem/Trm cytotoxic T cells,14,186
TNFAIP2_pDC,TNFAIP2,pDC,8,186
TOP3A_Age-associated B cells,TOP3A,Age-associated B cells,2,149
TOP3A_CD16+ NK cells,TOP3A,CD16+ NK cells,18,149
TOP3A_CD16- NK cells,TOP3A,CD16- NK cells,17,149
TOP3A_Classical monocytes,TOP3A,Classical monocytes,5,149
TOP3A_DC2,TOP3A,DC2,7,149
TOP3A_MAIT cells,TOP3A,MAIT cells,15,149
TOP3A_Memory B cells,TOP3A,Memory B cells,1,149
TOP3A_NK cells,TOP3A,NK cells,16,149
TOP3A_Naive B cells,TOP3A,Naive B cells,0,149
TOP3A_Non-classical monocytes,TOP3A,Non-classical monocytes,6,149
TOP3A_Plasma cells,TOP3A,Plasma cells,4,149
TOP3A_Plasmablasts,TOP3A,Plasmablasts,3,149
TOP3A_Regulatory T cells,TOP3A,Regulatory T cells,11,149
TOP3A_Tcm/Naive cytotoxic T cells,TOP3A,Tcm/Naive cytotoxic T cells,13,149
TOP3A_Tcm/Naive helper T cells,TOP3A,Tcm/Naive helper T cells,9,149
TOP3A_Tem/Effector helper T cells,TOP3A,Tem/Effector helper T cells,10,149
TOP3A_Tem/Temra cytotoxic T cells,TOP3A,Tem/Temra cytotoxic T cells,12,149
TOP3A_Tem/Trm cytotoxic T cells,TOP3A,Tem/Trm cytotoxic T cells,14,149
TOP3A_pDC,TOP3A,pDC,8,149
TRIM41_Age-associated B cells,TRIM41,Age-associated B cells,2,221
TRIM41_CD16+ NK cells,TRIM41,CD16+ NK cells,18,221
TRIM41_CD16- NK cells,TRIM41,CD16- NK cells,17,221
TRIM41_Classical monocytes,TRIM41,Classical monocytes,5,221
TRIM41_DC2,TRIM41,DC2,7,221
TRIM41_MAIT cells,TRIM41,MAIT cells,15,221
TRIM41_Memory B cells,TRIM41,Memory B cells,1,221
TRIM41_NK cells,TRIM41,NK cells,16,221
TRIM41_Naive B cells,TRIM41,Naive B cells,0,221
TRIM41_Non-classical monocytes,TRIM41,Non-classical monocytes,6,221
TRIM41_Plasma cells,TRIM41,Plasma cells,4,221
TRIM41_Plasmablasts,TRIM41,Plasmablasts,3,221
TRIM41_Regulatory T cells,TRIM41,Regulatory T cells,11,221
TRIM41_Tcm/Naive cytotoxic T cells,TRIM41,Tcm/Naive cytotoxic T cells,13,221
TRIM41_Tcm/Naive helper T cells,TRIM41,Tcm/Naive helper T cells,9,221
TRIM41_Tem/Effector helper T cells,TRIM41,Tem/Effector helper T cells,10,221
TRIM41_Tem/Temra cytotoxic T cells,TRIM41,Tem/Temra cytotoxic T cells,12,221
TRIM41_Tem/Trm cytotoxic T cells,TRIM41,Tem/Trm cytotoxic T cells,14,221
TRIM41_pDC,TRIM41,pDC,8,221
TRIM47_Age-associated B cells,TRIM47,Age-associated B cells,2,25
TRIM47_CD16+ NK cells,TRIM47,CD16+ NK cells,18,25
TRIM47_CD16- NK cells,TRIM47,CD16- NK cells,17,25
TRIM47_Classical monocytes,TRIM47,Classical monocytes,5,25
TRIM47_DC2,TRIM47,DC2,7,25
TRIM47_MAIT cells,TRIM47,MAIT cells,15,25
TRIM47_Memory B cells,TRIM47,Memory B cells,1,25
TRIM47_NK cells,TRIM47,NK cells,16,25
TRIM47_Naive B cells,TRIM47,Naive B cells,0,25
TRIM47_Non-classical monocytes,TRIM47,Non-classical monocytes,6,25
TRIM47_Plasma cells,TRIM47,Plasma cells,4,25
TRIM47_Plasmablasts,TRIM47,Plasmablasts,3,25
TRIM47_Regulatory T cells,TRIM47,Regulatory T cells,11,25
TRIM47_Tcm/Naive cytotoxic T cells,TRIM47,Tcm/Naive cytotoxic T cells,13,25
TRIM47_Tcm/Naive helper T cells,TRIM47,Tcm/Naive helper T cells,9,25
TRIM47_Tem/Effector helper T cells,TRIM47,Tem/Effector helper T cells,10,25
TRIM47_Tem/Temra cytotoxic T cells,TRIM47,Tem/Temra cytotoxic T cells,12,25
TRIM47_Tem/Trm cytotoxic T cells,TRIM47,Tem/Trm cytotoxic T cells,14,25
TRIM47_pDC,TRIM47,pDC,8,25
TXNDC11_Age-associated B cells,TXNDC11,Age-associated B cells,2,152
TXNDC11_CD16+ NK cells,TXNDC11,CD16+ NK cells,18,152
TXNDC11_CD16- NK cells,TXNDC11,CD16- NK cells,17,152
TXNDC11_Classical monocytes,TXNDC11,Classical monocytes,5,152
TXNDC11_DC2,TXNDC11,DC2,7,152
TXNDC11_MAIT cells,TXNDC11,MAIT cells,15,152
TXNDC11_Memory B cells,TXNDC11,Memory B cells,1,152
TXNDC11_NK cells,TXNDC11,NK cells,16,152
TXNDC11_Naive B cells,TXNDC11,Naive B cells,0,152
TXNDC11_Non-classical monocytes,TXNDC11,Non-classical monocytes,6,152
TXNDC11_Plasma cells,TXNDC11,Plasma cells,4,152
TXNDC11_Plasmablasts,TXNDC11,Plasmablasts,3,152
TXNDC11_Regulatory T cells,TXNDC11,Regulatory T cells,11,152
TXNDC11_Tcm/Naive cytotoxic T cells,TXNDC11,Tcm/Naive cytotoxic T cells,13,152
TXNDC11_Tcm/Naive helper T cells,TXNDC11,Tcm/Naive helper T cells,9,152
TXNDC11_Tem/Effector helper T cells,TXNDC11,Tem/Effector helper T cells,10,152
TXNDC11_Tem/Temra cytotoxic T cells,TXNDC11,Tem/Temra cytotoxic T cells,12,152
TXNDC11_Tem/Trm cytotoxic T cells,TXNDC11,Tem/Trm cytotoxic T cells,14,152
TXNDC11_pDC,TXNDC11,pDC,8,152
TYRP1_Age-associated B cells,TYRP1,Age-associated B cells,2,198
TYRP1_CD16+ NK cells,TYRP1,CD16+ NK cells,18,198
TYRP1_CD16- NK cells,TYRP1,CD16- NK cells,17,198
TYRP1_Classical monocytes,TYRP1,Classical monocytes,5,198
TYRP1_DC2,TYRP1,DC2,7,198
TYRP1_MAIT cells,TYRP1,MAIT cells,15,198
TYRP1_Memory B cells,TYRP1,Memory B cells,1,198
TYRP1_NK cells,TYRP1,NK cells,16,198
TYRP1_Naive B cells,TYRP1,Naive B cells,0,198
TYRP1_Non-classical monocytes,TYRP1,Non-classical monocytes,6,198
TYRP1_Plasma cells,TYRP1,Plasma cells,4,198
TYRP1_Plasmablasts,TYRP1,Plasmablasts,3,198
TYRP1_Regulatory T cells,TYRP1,Regulatory T cells,11,198
TYRP1_Tcm/Naive cytotoxic T cells,TYRP1,Tcm/Naive cytotoxic T cells,13,198
TYRP1_Tcm/Naive helper T cells,TYRP1,Tcm/Naive helper T cells,9,198
TYRP1_Tem/Effector helper T cells,TYRP1,Tem/Effector helper T cells,10,198
TYRP1_Tem/Temra cytotoxic T cells,TYRP1,Tem/Temra cytotoxic T cells,12,198
TYRP1_Tem/Trm cytotoxic T cells,TYRP1,Tem/Trm cytotoxic T cells,14,198
TYRP1_pDC,TYRP1,pDC,8,198
UAP1_Age-associated B cells,UAP1,Age-associated B cells,2,195
UAP1_CD16+ NK cells,UAP1,CD16+ NK cells,18,195
UAP1_CD16- NK cells,UAP1,CD16- NK cells,17,195
UAP1_Classical monocytes,UAP1,Classical monocytes,5,195
UAP1_DC2,UAP1,DC2,7,195
UAP1_MAIT cells,UAP1,MAIT cells,15,195
UAP1_Memory B cells,UAP1,Memory B cells,1,195
UAP1_NK cells,UAP1,NK cells,16,195
UAP1_Naive B cells,UAP1,Naive B cells,0,195
UAP1_Non-classical monocytes,UAP1,Non-classical monocytes,6,195
UAP1_Plasma cells,UAP1,Plasma cells,4,195
UAP1_Plasmablasts,UAP1,Plasmablasts,3,195
UAP1_Regulatory T cells,UAP1,Regulatory T cells,11,195
UAP1_Tcm/Naive cytotoxic T cells,UAP1,Tcm/Naive cytotoxic T cells,13,195
UAP1_Tcm/Naive helper T cells,UAP1,Tcm/Naive helper T cells,9,195
UAP1_Tem/Effector helper T cells,UAP1,Tem/Effector helper T cells,10,195
UAP1_Tem/Temra cytotoxic T cells,UAP1,Tem/Temra cytotoxic T cells,12,195
UAP1_Tem/Trm cytotoxic T cells,UAP1,Tem/Trm cytotoxic T cells,14,195
UAP1_pDC,UAP1,pDC,8,195
UQCRHL_Age-associated B cells,UQCRHL,Age-associated B cells,2,65
UQCRHL_CD16+ NK cells,UQCRHL,CD16+ NK cells,18,65
UQCRHL_CD16- NK cells,UQCRHL,CD16- NK cells,17,65
UQCRHL_Classical monocytes,UQCRHL,Classical monocytes,5,65
UQCRHL_DC2,UQCRHL,DC2,7,65
UQCRHL_MAIT cells,UQCRHL,MAIT cells,15,65
UQCRHL_Memory B cells,UQCRHL,Memory B cells,1,65
UQCRHL_NK cells,UQCRHL,NK cells,16,65
UQCRHL_Naive B cells,UQCRHL,Naive B cells,0,65
UQCRHL_Non-classical monocytes,UQCRHL,Non-classical monocytes,6,65
UQCRHL_Plasma cells,UQCRHL,Plasma cells,4,65
UQCRHL_Plasmablasts,UQCRHL,Plasmablasts,3,65
UQCRHL_Regulatory T cells,UQCRHL,Regulatory T cells,11,65
UQCRHL_Tcm/Naive cytotoxic T cells,UQCRHL,Tcm/Naive cytotoxic T cells,13,65
UQCRHL_Tcm/Naive helper T cells,UQCRHL,Tcm/Naive helper T cells,9,65
UQCRHL_Tem/Effector helper T cells,UQCRHL,Tem/Effector helper T cells,10,65
UQCRHL_Tem/Temra cytotoxic T cells,UQCRHL,Tem/Temra cytotoxic T cells,12,65
UQCRHL_Tem/Trm cytotoxic T cells,UQCRHL,Tem/Trm cytotoxic T cells,14,65
UQCRHL_pDC,UQCRHL,pDC,8,65
UVRAG_Age-associated B cells,UVRAG,Age-associated B cells,2,159
UVRAG_CD16+ NK cells,UVRAG,CD16+ NK cells,18,159
UVRAG_CD16- NK cells,UVRAG,CD16- NK cells,17,159
UVRAG_Classical monocytes,UVRAG,Classical monocytes,5,159
UVRAG_DC2,UVRAG,DC2,7,159
UVRAG_MAIT cells,UVRAG,MAIT cells,15,159
UVRAG_Memory B cells,UVRAG,Memory B cells,1,159
UVRAG_NK cells,UVRAG,NK cells,16,159
UVRAG_Naive B cells,UVRAG,Naive B cells,0,159
UVRAG_Non-classical monocytes,UVRAG,Non-classical monocytes,6,159
UVRAG_Plasma cells,UVRAG,Plasma cells,4,159
UVRAG_Plasmablasts,UVRAG,Plasmablasts,3,159
UVRAG_Regulatory T cells,UVRAG,Regulatory T cells,11,159
UVRAG_Tcm/Naive cytotoxic T cells,UVRAG,Tcm/Naive cytotoxic T cells,13,159
UVRAG_Tcm/Naive helper T cells,UVRAG,Tcm/Naive helper T cells,9,159
UVRAG_Tem/Effector helper T cells,UVRAG,Tem/Effector helper T cells,10,159
UVRAG_Tem/Temra cytotoxic T cells,UVRAG,Tem/Temra cytotoxic T cells,12,159
UVRAG_Tem/Trm cytotoxic T cells,UVRAG,Tem/Trm cytotoxic T cells,14,159
UVRAG_pDC,UVRAG,pDC,8,159
VCX_Age-associated B cells,VCX,Age-associated B cells,2,254
VCX_CD16+ NK cells,VCX,CD16+ NK cells,18,254
VCX_CD16- NK cells,VCX,CD16- NK cells,17,254
VCX_Classical monocytes,VCX,Classical monocytes,5,254
VCX_DC2,VCX,DC2,7,254
VCX_MAIT cells,VCX,MAIT cells,15,254
VCX_Memory B cells,VCX,Memory B cells,1,254
VCX_NK cells,VCX,NK cells,16,254
VCX_Naive B cells,VCX,Naive B cells,0,254
VCX_Non-classical monocytes,VCX,Non-classical monocytes,6,254
VCX_Plasma cells,VCX,Plasma cells,4,254
VCX_Plasmablasts,VCX,Plasmablasts,3,254
VCX_Regulatory T cells,VCX,Regulatory T cells,11,254
VCX_Tcm/Naive cytotoxic T cells,VCX,Tcm/Naive cytotoxic T cells,13,254
VCX_Tcm/Naive helper T cells,VCX,Tcm/Naive helper T cells,9,254
VCX_Tem/Effector helper T cells,VCX,Tem/Effector helper T cells,10,254
VCX_Tem/Temra cytotoxic T cells,VCX,Tem/Temra cytotoxic T cells,12,254
VCX_Tem/Trm cytotoxic T cells,VCX,Tem/Trm cytotoxic T cells,14,254
VCX_pDC,VCX,pDC,8,254
VTCN1_Age-associated B cells,VTCN1,Age-associated B cells,2,12
VTCN1_CD16+ NK cells,VTCN1,CD16+ NK cells,18,12
VTCN1_CD16- NK cells,VTCN1,CD16- NK cells,17,12
VTCN1_Classical monocytes,VTCN1,Classical monocytes,5,12
VTCN1_DC2,VTCN1,DC2,7,12
VTCN1_MAIT cells,VTCN1,MAIT cells,15,12
VTCN1_Memory B cells,VTCN1,Memory B cells,1,12
VTCN1_NK cells,VTCN1,NK cells,16,12
VTCN1_Naive B cells,VTCN1,Naive B cells,0,12
VTCN1_Non-classical monocytes,VTCN1,Non-classical monocytes,6,12
VTCN1_Plasma cells,VTCN1,Plasma cells,4,12
VTCN1_Plasmablasts,VTCN1,Plasmablasts,3,12
VTCN1_Regulatory T cells,VTCN1,Regulatory T cells,11,12
VTCN1_Tcm/Naive cytotoxic T cells,VTCN1,Tcm/Naive cytotoxic T cells,13,12
VTCN1_Tcm/Naive helper T cells,VTCN1,Tcm/Naive helper T cells,9,12
VTCN1_Tem/Effector helper T cells,VTCN1,Tem/Effector helper T cells,10,12
VTCN1_Tem/Temra cytotoxic T cells,VTCN1,Tem/Temra cytotoxic T cells,12,12
VTCN1_Tem/Trm cytotoxic T cells,VTCN1,Tem/Trm cytotoxic T cells,14,12
VTCN1_pDC,VTCN1,pDC,8,12
WDCP_Age-associated B cells,WDCP,Age-associated B cells,2,238
WDCP_CD16+ NK cells,WDCP,CD16+ NK cells,18,238
WDCP_CD16- NK cells,WDCP,CD16- NK cells,17,238
WDCP_Classical monocytes,WDCP,Classical monocytes,5,238
WDCP_DC2,WDCP,DC2,7,238
WDCP_MAIT cells,WDCP,MAIT cells,15,238
WDCP_Memory B cells,WDCP,Memory B cells,1,238
WDCP_NK cells,WDCP,NK cells,16,238
WDCP_Naive B cells,WDCP,Naive B cells,0,238
WDCP_Non-classical monocytes,WDCP,Non-classical monocytes,6,238
WDCP_Plasma cells,WDCP,Plasma cells,4,238
WDCP_Plasmablasts,WDCP,Plasmablasts,3,238
WDCP_Regulatory T cells,WDCP,Regulatory T cells,11,238
WDCP_Tcm/Naive cytotoxic T cells,WDCP,Tcm/Naive cytotoxic T cells,13,238
WDCP_Tcm/Naive helper T cells,WDCP,Tcm/Naive helper T cells,9,238
WDCP_Tem/Effector helper T cells,WDCP,Tem/Effector helper T cells,10,238
WDCP_Tem/Temra cytotoxic T cells,WDCP,Tem/Temra cytotoxic T cells,12,238
WDCP_Tem/Trm cytotoxic T cells,WDCP,Tem/Trm cytotoxic T cells,14,238
WDCP_pDC,WDCP,pDC,8,238
WDR91_Age-associated B cells,WDR91,Age-associated B cells,2,206
WDR91_CD16+ NK cells,WDR91,CD16+ NK cells,18,206
WDR91_CD16- NK cells,WDR91,CD16- NK cells,17,206
WDR91_Classical monocytes,WDR91,Classical monocytes,5,206
WDR91_DC2,WDR91,DC2,7,206
WDR91_MAIT cells,WDR91,MAIT cells,15,206
WDR91_Memory B cells,WDR91,Memory B cells,1,206
WDR91_NK cells,WDR91,NK cells,16,206
WDR91_Naive B cells,WDR91,Naive B cells,0,206
WDR91_Non-classical monocytes,WDR91,Non-classical monocytes,6,206
WDR91_Plasma cells,WDR91,Plasma cells,4,206
WDR91_Plasmablasts,WDR91,Plasmablasts,3,206
WDR91_Regulatory T cells,WDR91,Regulatory T cells,11,206
WDR91_Tcm/Naive cytotoxic T cells,WDR91,Tcm/Naive cytotoxic T cells,13,206
WDR91_Tcm/Naive helper T cells,WDR91,Tcm/Naive helper T cells,9,206
WDR91_Tem/Effector helper T cells,WDR91,Tem/Effector helper T cells,10,206
WDR91_Tem/Temra cytotoxic T cells,WDR91,Tem/Temra cytotoxic T cells,12,206
WDR91_Tem/Trm cytotoxic T cells,WDR91,Tem/Trm cytotoxic T cells,14,206
WDR91_pDC,WDR91,pDC,8,206
WSCD1_Age-associated B cells,WSCD1,Age-associated B cells,2,181
WSCD1_CD16+ NK cells,WSCD1,CD16+ NK cells,18,181
WSCD1_CD16- NK cells,WSCD1,CD16- NK cells,17,181
WSCD1_Classical monocytes,WSCD1,Classical monocytes,5,181
WSCD1_DC2,WSCD1,DC2,7,181
WSCD1_MAIT cells,WSCD1,MAIT cells,15,181
WSCD1_Memory B cells,WSCD1,Memory B cells,1,181
WSCD1_NK cells,WSCD1,NK cells,16,181
WSCD1_Naive B cells,WSCD1,Naive B cells,0,181
WSCD1_Non-classical monocytes,WSCD1,Non-classical monocytes,6,181
WSCD1_Plasma cells,WSCD1,Plasma cells,4,181
WSCD1_Plasmablasts,WSCD1,Plasmablasts,3,181
WSCD1_Regulatory T cells,WSCD1,Regulatory T cells,11,181
WSCD1_Tcm/Naive cytotoxic T cells,WSCD1,Tcm/Naive cytotoxic T cells,13,181
WSCD1_Tcm/Naive helper T cells,WSCD1,Tcm/Naive helper T cells,9,181
WSCD1_Tem/Effector helper T cells,WSCD1,Tem/Effector helper T cells,10,181
WSCD1_Tem/Temra cytotoxic T cells,WSCD1,Tem/Temra cytotoxic T cells,12,181
WSCD1_Tem/Trm cytotoxic T cells,WSCD1,Tem/Trm cytotoxic T cells,14,181
WSCD1_pDC,WSCD1,pDC,8,181
XAGE3_Age-associated B cells,XAGE3,Age-associated B cells,2,259
XAGE3_CD16+ NK cells,XAGE3,CD16+ NK cells,18,259
XAGE3_CD16- NK cells,XAGE3,CD16- NK cells,17,259
XAGE3_Classical monocytes,XAGE3,Classical monocytes,5,259
XAGE3_DC2,XAGE3,DC2,7,259
XAGE3_MAIT cells,XAGE3,MAIT cells,15,259
XAGE3_Memory B cells,XAGE3,Memory B cells,1,259
XAGE3_NK cells,XAGE3,NK cells,16,259
XAGE3_Naive B cells,XAGE3,Naive B cells,0,259
XAGE3_Non-classical monocytes,XAGE3,Non-classical monocytes,6,259
XAGE3_Plasma cells,XAGE3,Plasma cells,4,259
XAGE3_Plasmablasts,XAGE3,Plasmablasts,3,259
XAGE3_Regulatory T cells,XAGE3,Regulatory T cells,11,259
XAGE3_Tcm/Naive cytotoxic T cells,XAGE3,Tcm/Naive cytotoxic T cells,13,259
XAGE3_Tcm/Naive helper T cells,XAGE3,Tcm/Naive helper T cells,9,259
XAGE3_Tem/Effector helper T cells,XAGE3,Tem/Effector helper T cells,10,259
XAGE3_Tem/Temra cytotoxic T cells,XAGE3,Tem/Temra cytotoxic T cells,12,259
XAGE3_Tem/Trm cytotoxic T cells,XAGE3,Tem/Trm cytotoxic T cells,14,259
XAGE3_pDC,XAGE3,pDC,8,259
XG_Age-associated B cells,XG,Age-associated B cells,2,34
XG_CD16+ NK cells,XG,CD16+ NK cells,18,34
XG_CD16- NK cells,XG,CD16- NK cells,17,34
XG_Classical monocytes,XG,Classical monocytes,5,34
XG_DC2,XG,DC2,7,34
XG_MAIT cells,XG,MAIT cells,15,34
XG_Memory B cells,XG,Memory B cells,1,34
XG_NK cells,XG,NK cells,16,34
XG_Naive B cells,XG,Naive B cells,0,34
XG_Non-classical monocytes,XG,Non-classical monocytes,6,34
XG_Plasma cells,XG,Plasma cells,4,34
XG_Plasmablasts,XG,Plasmablasts,3,34
XG_Regulatory T cells,XG,Regulatory T cells,11,34
XG_Tcm/Naive cytotoxic T cells,XG,Tcm/Naive cytotoxic T cells,13,34
XG_Tcm/Naive helper T cells,XG,Tcm/Naive helper T cells,9,34
XG_Tem/Effector helper T cells,XG,Tem/Effector helper T cells,10,34
XG_Tem/Temra cytotoxic T cells,XG,Tem/Temra cytotoxic T cells,12,34
XG_Tem/Trm cytotoxic T cells,XG,Tem/Trm cytotoxic T cells,14,34
XG_pDC,XG,pDC,8,34
XYLB_Age-associated B cells,XYLB,Age-associated B cells,2,223
XYLB_CD16+ NK cells,XYLB,CD16+ NK cells,18,223
XYLB_CD16- NK cells,XYLB,CD16- NK cells,17,223
XYLB_Classical monocytes,XYLB,Classical monocytes,5,223
XYLB_DC2,XYLB,DC2,7,223
XYLB_MAIT cells,XYLB,MAIT cells,15,223
XYLB_Memory B cells,XYLB,Memory B cells,1,223
XYLB_NK cells,XYLB,NK cells,16,223
XYLB_Naive B cells,XYLB,Naive B cells,0,223
XYLB_Non-classical monocytes,XYLB,Non-classical monocytes,6,223
XYLB_Plasma cells,XYLB,Plasma cells,4,223
XYLB_Plasmablasts,XYLB,Plasmablasts,3,223
XYLB_Regulatory T cells,XYLB,Regulatory T cells,11,223
XYLB_Tcm/Naive cytotoxic T cells,XYLB,Tcm/Naive cytotoxic T cells,13,223
XYLB_Tcm/Naive helper T cells,XYLB,Tcm/Naive helper T cells,9,223
XYLB_Tem/Effector helper T cells,XYLB,Tem/Effector helper T cells,10,223
XYLB_Tem/Temra cytotoxic T cells,XYLB,Tem/Temra cytotoxic T cells,12,223
XYLB_Tem/Trm cytotoxic T cells,XYLB,Tem/Trm cytotoxic T cells,14,223
XYLB_pDC,XYLB,pDC,8,223
YIPF6_Age-associated B cells,YIPF6,Age-associated B cells,2,98
YIPF6_CD16+ NK cells,YIPF6,CD16+ NK cells,18,98
YIPF6_CD16- NK cells,YIPF6,CD16- NK cells,17,98
YIPF6_Classical monocytes,YIPF6,Classical monocytes,5,98
YIPF6_DC2,YIPF6,DC2,7,98
YIPF6_MAIT cells,YIPF6,MAIT cells,15,98
YIPF6_Memory B cells,YIPF6,Memory B cells,1,98
YIPF6_NK cells,YIPF6,NK cells,16,98
YIPF6_Naive B cells,YIPF6,Naive B cells,0,98
YIPF6_Non-classical monocytes,YIPF6,Non-classical monocytes,6,98
YIPF6_Plasma cells,YIPF6,Plasma cells,4,98
YIPF6_Plasmablasts,YIPF6,Plasmablasts,3,98
YIPF6_Regulatory T cells,YIPF6,Regulatory T cells,11,98
YIPF6_Tcm/Naive cytotoxic T cells,YIPF6,Tcm/Naive cytotoxic T cells,13,98
YIPF6_Tcm/Naive helper T cells,YIPF6,Tcm/Naive helper T cells,9,98
YIPF6_Tem/Effector helper T cells,YIPF6,Tem/Effector helper T cells,10,98
YIPF6_Tem/Temra cytotoxic T cells,YIPF6,Tem/Temra cytotoxic T cells,12,98
YIPF6_Tem/Trm cytotoxic T cells,YIPF6,Tem/Trm cytotoxic T cells,14,98
YIPF6_pDC,YIPF6,pDC,8,98
ZBED5_Age-associated B cells,ZBED5,Age-associated B cells,2,258
ZBED5_CD16+ NK cells,ZBED5,CD16+ NK cells,18,258
ZBED5_CD16- NK cells,ZBED5,CD16- NK cells,17,258
ZBED5_Classical monocytes,ZBED5,Classical monocytes,5,258
ZBED5_DC2,ZBED5,DC2,7,258
ZBED5_MAIT cells,ZBED5,MAIT cells,15,258
ZBED5_Memory B cells,ZBED5,Memory B cells,1,258
ZBED5_NK cells,ZBED5,NK cells,16,258
ZBED5_Naive B cells,ZBED5,Naive B cells,0,258
ZBED5_Non-classical monocytes,ZBED5,Non-classical monocytes,6,258
ZBED5_Plasma cells,ZBED5,Plasma cells,4,258
ZBED5_Plasmablasts,ZBED5,Plasmablasts,3,258
ZBED5_Regulatory T cells,ZBED5,Regulatory T cells,11,258
ZBED5_Tcm/Naive cytotoxic T cells,ZBED5,Tcm/Naive cytotoxic T cells,13,258
ZBED5_Tcm/Naive helper T cells,ZBED5,Tcm/Naive helper T cells,9,258
ZBED5_Tem/Effector helper T cells,ZBED5,Tem/Effector helper T cells,10,258
ZBED5_Tem/Temra cytotoxic T cells,ZBED5,Tem/Temra cytotoxic T cells,12,258
ZBED5_Tem/Trm cytotoxic T cells,ZBED5,Tem/Trm cytotoxic T cells,14,258
ZBED5_pDC,ZBED5,pDC,8,258
ZNF225_Age-associated B cells,ZNF225,Age-associated B cells,2,260
ZNF225_CD16+ NK cells,ZNF225,CD16+ NK cells,18,260
ZNF225_CD16- NK cells,ZNF225,CD16- NK cells,17,260
ZNF225_Classical monocytes,ZNF225,Classical monocytes,5,260
ZNF225_DC2,ZNF225,DC2,7,260
ZNF225_MAIT cells,ZNF225,MAIT cells,15,260
ZNF225_Memory B cells,ZNF225,Memory B cells,1,260
ZNF225_NK cells,ZNF225,NK cells,16,260
ZNF225_Naive B cells,ZNF225,Naive B cells,0,260
ZNF225_Non-classical monocytes,ZNF225,Non-classical monocytes,6,260
ZNF225_Plasma cells,ZNF225,Plasma cells,4,260
ZNF225_Plasmablasts,ZNF225,Plasmablasts,3,260
ZNF225_Regulatory T cells,ZNF225,Regulatory T cells,11,260
ZNF225_Tcm/Naive cytotoxic T cells,ZNF225,Tcm/Naive cytotoxic T cells,13,260
ZNF225_Tcm/Naive helper T cells,ZNF225,Tcm/Naive helper T cells,9,260
ZNF225_Tem/Effector helper T cells,ZNF225,Tem/Effector helper T cells,10,260
ZNF225_Tem/Temra cytotoxic T cells,ZNF225,Tem/Temra cytotoxic T cells,12,260
ZNF225_Tem/Trm cytotoxic T cells,ZNF225,Tem/Trm cytotoxic T cells,14,260
ZNF225_pDC,ZNF225,pDC,8,260
ZNF350_Age-associated B cells,ZNF350,Age-associated B cells,2,270
ZNF350_CD16+ NK cells,ZNF350,CD16+ NK cells,18,270
ZNF350_CD16- NK cells,ZNF350,CD16- NK cells,17,270
ZNF350_Classical monocytes,ZNF350,Classical monocytes,5,270
ZNF350_DC2,ZNF350,DC2,7,270
ZNF350_MAIT cells,ZNF350,MAIT cells,15,270
ZNF350_Memory B cells,ZNF350,Memory B cells,1,270
ZNF350_NK cells,ZNF350,NK cells,16,270
ZNF350_Naive B cells,ZNF350,Naive B cells,0,270
ZNF350_Non-classical monocytes,ZNF350,Non-classical monocytes,6,270
ZNF350_Plasma cells,ZNF350,Plasma cells,4,270
